#TEXT,TEXT,TEXT,TEXT
id,chinese,english,traditional
story_hongniu,希腊神话中的牛头怪，牛头人身，力大无比，居住在克里特岛上的迷宫中。米诺到诺斯生性残暴易怒，凡是踏入它的迷宫之地，就会招致米诺到诺斯疯狂的追杀。,"Originating from Greek mythology, the Minotaur is a strong monster with the head of a bull on the body of a man, dwelling in the maze-like Labyrinth on the island of Crete. He has a ferocious nature, and will chase down anyone that dares enter Labyrinth.",希臘神話中的牛頭怪，牛頭人身，力大無比，居住在克里特島上的迷宮中。米諾到諾斯生性殘暴易怒，凡是踏入牠的迷宮之地，就會招致米諾到諾斯瘋狂的追殺。
story_huocike,精通忍术的精灵，身上长满了带有尖刺的甲壳，大意轻敌的话就会被尖刺割伤。火刺壳行动敏捷还掌握着大量忍术，是个不可多得的战斗妖怪。,A sprite that knows kung-fu and has a body with a shell covered in fiery spikes that damage any enemy that underestimates it. A Fireshell's quick movements reflect its skills in ninjutsu and are among the most effective monsters to have in battle.,精通忍術的精靈，身上長滿了帶有尖刺的甲殼，大意輕敵的話就會被尖刺割傷。火刺殼行動敏捷還掌握著大量忍術，是個不可多得的戰鬥妖怪。
story_ifulite,阿拉伯传说中四大元素精灵之一，掌管烈炎的元素精灵伊芙利特。伊芙利特是在火焰中诞生的精灵，擅长操纵火焰攻击敌人。他生性暴躁冲动，所有被伊芙利特经过的地方都会变成一片焦土。,"One of the four major elemental sprites from Arabic legends, the Ifrit is the sprite in charge of fire. They are born among the flames, and are excellent at controlling fire to attack their enemies. Ifrit have an impulsive and violent nature, leaving a scorched landscape wherever they tread.",阿拉伯傳說中四大元素精靈之一，掌管烈炎的元素精靈伊芙利特。伊芙利特是在火焰中誕生的精靈，擅長操縱火焰攻擊敵人。他生性暴躁衝動，所有被伊芙利特經過的地方都會變成一片焦土。
story_wushi,中国传说的妖怪。每到节日时，中国人会挥动舞狮祈求吉祥，久而久之舞狮有了灵气就变成了精怪。舞狮天性活泼，喜欢热闹，经常在节日和集会中出现，出现舞狮的地方，来年风调雨顺。,"A monster of Chinese origin, that was once waved in the air as way of praying for good luck by people celebrating festivals. Over time, the Dancing Lion attained life and became a monster. They are lively in nature, and love gatherings and festivals. Wherever they appear, the land is blessed with good weather the following year.",中國傳說的妖怪。每到節日時，中國人會揮動舞獅祈求吉祥，久而久之舞獅有了靈氣就變成了精怪。舞獅天性活潑，喜歡熱鬧，經常在節日和集會中出現，出現舞獅的地方，來年風調雨順。
story_moguguai,日本传说中，一群寻求快乐的年轻人被困在神秘的岛上，当他们生命逝去后，在某个神秘的时刻，他们变成了神秘的蘑菇….,"Japanese legend has it that a group of young men in search of happiness became trapped on a mysterious island. Just as they were passing away, something mysterious happened, causing them to become the mysterious Matango.",日本傳說中，一群尋求快樂的年輕人被困在神秘的島上，當他們生命逝去後，在某個神秘的時刻，他們變成了神秘的蘑菇….
story_eyupanguan,埃及传说中负责审判死者的判官，拥有鳄鱼的头，身体却是狮子和河马的组合体，来到冥界的死者都要接受鳄鱼判官的审判，赎清生前的罪孽。,"The Crocodile Warden is a judge from Egyptian legends that is charged with judgement of the deceased. It has an alligator head, and the body of a lion and a hippo. All the deceased who come to the underworld must accept his judgement and redeem the sins of their life before.",埃及傳說中負責審判死者的判官，擁有鱷魚的頭，身體卻是獅子和河馬的組合體，來到冥界的死者都要接受鱷魚判官的審判，贖清生前的罪孽。
story_wendige,印第安传说中的一种妖怪，温迪戈拥有尖牙利齿，散发着死人才有的腐烂气息。一旦人类犯下了同类相食的罪行，就会召唤来温迪戈，温迪戈十分嗜血，会吞噬所有有生命的物体。,"A monster from Native American legends, the Wendigo has sharp teeth and carries the smell of rotting flesh. Any act of cannibalism will summon the Wendigo, who is bloodthirsty and devours all living things.",印第安傳說中的一種妖怪，溫蒂戈擁有尖牙利齒，散發著死人才有的腐爛氣息。一旦人類犯下了同類相食的罪行，就會召喚來溫蒂戈，溫蒂戈十分嗜血，會吞噬所有有生命的物體。
story_shilaimu,一种粘液形成的怪物，生存于下水道等地下阴暗区域，依靠吞噬小生物成长进化。史莱姆智力低下，一般依靠本能行动，物理攻击效果不明显，一旦吞噬成长到足够巨大是十分难缠的对手。,"A monster formed from sticky liquid that lives in pipes and other dark places, growing by eating small creatures it encounters. A Slime's intellect is very low as it usually relies on its natural instincts, and any physical attacks against it are ineffective. Once it grows to a large enough size, a Slime can prove to be a very tough opponent.",一種粘液形成的怪物，生存於下水道等地下陰暗區域，依靠吞噬小生物成長進化。史萊姆智力低下，一般依靠本能行動，物理攻擊效果不明顯，一旦吞噬成長到足夠巨大是十分難纏的對手。
story_hetong,日本传说中的妖怪。河童居住在日本的河川或池子中，头顶的碟子中盛有清水，是河童的法力来源也是弱点，只要碟子中的清水流干，河童就会精力尽失，所以捕获河童的办法是诱骗它弯腰。,"The Kappa originates from Japanese legends and inhabits
ponds and rivers. Kappa have a small plate at the top of their heads that is their source of power as well as their weakpoint. If the plate dries out, the Kappa loses its power, so the trick to capturing them is getting them to bow.",日本傳說中的妖怪。河童居住在日本的河川或池子中，頭頂的碟子中盛有清水，是河童的法力來源也是弱點，只要碟子中的清水流幹，河童就會精力盡失，所以捕獲河童的辦法是誘騙牠彎腰。
story_wagui,泰国传说中一种可爱的小生物，常常守卫在废弃的寺庙或者修道院周围，他们身着僧侣服饰，忠诚地捍卫自己的领土不被外人所侵扰。,"A small and cute creature from Thai legends, often found guarding abandoned temples and monasteries. They dress in monk clothing and faithfully defend their territory against intrusion from outsiders.",泰國傳說中一種可愛的小生物，常常守衛在廢棄的寺廟或者修道院周圍，他們身著僧侶服飾，忠誠地捍衛自己的領土不被外人所侵擾。
story_youlingchuanzhang,幽灵船的船长，幽灵船常年行驶在迷雾之海中，吸引并征服靠近的船只。幽灵船长生性狡猾多疑，传说他将毕生的财宝都藏在了一个不为人知的地点，至今还无人找到。,"Captain of a ghost ship that has sailed the Seven Seas cloaked in fog so as to allure and board unsuspecting ships. Soul Captain is cunning and mistrusting by nature, and legend has it that he has hidden his lifetime plunders in an unkown location No one has found it to this day. ",幽靈船的船長，幽靈船常年行駛在迷霧之海中，吸引並征服靠近的船隻。幽靈船長生性狡猾多疑，傳說他將畢生的財寶都藏在了一個不為人知的地點，至今還無人找到。
story_longgongtongzi,日本传说中的妖怪。如果谁对龙宫有恩，龙宫童子会以俊美少年的形象出现在恩人的面前帮助其实现愿望，随着愿望实现的越来越多，龙宫童子失去妖力，会越来越苍老甚至死亡，如果这时人们因为苍老而嫌弃龙宫童子并将它赶走，之前所得的一切也会化为乌有。,"A monster from Japanese legends. If someone is blessed by Ryuku Doji, then Ryuku Doji will appear as a young boy in front of that person, and grant them wishes. The more the wishes, the more power Ryuku Doji will lose, causing him to grow old or even die. If at this time the person makes Ryuku Doji leave because he has grown old, then everything that was a result of the wishes will then disappear.",日本傳說中的妖怪。如果誰對龍宮有恩，龍宮童子會以俊美少年的形象出現在恩人的面前幫助其實現願望，隨著願望實現的越來越多，龍宮童子失去妖力，會越來越蒼老甚至死亡，如果這時人們因為蒼老而嫌棄龍宮童子並將牠趕走，之前所得的一切也會化為烏有。
story_baosangnvyao,爱尔兰传说中的妖怪，可以预示死亡。一般在某人将死的时候，报丧女妖就会出现在森林沼泽附近，不停的痛哭，以恐怖的哭声告知人类死亡的来临。,"A monster originating in Irish legends that can foretell death. At the moment someone is about to die, Banshees will appear in a nearby forest or swamp and cry out. These cries herald the the coming of death.",愛爾蘭傳說中的妖怪，可以預示死亡。一般在某人將死的時候，報喪女妖就會出現在森林沼澤附近，不停的痛哭，以恐怖的哭聲告知人類死亡的來臨。
story_luoxinfu,日本传说中的妖怪。络新妇是蜘蛛修炼而成的妖怪，会幻化成美女的样子勾引年轻男子，当年轻男子被诱惑三日之后，就会被取走首级食用。络新妇的弱点是火。,"A monster from Japanese legends, Nephila is a spider that eventually reached immortality and became a monster. A Nephila takes on the appearance of a beautiful woman to entice young men, and once they have been lured away for 3 days, they will be taken away and eaten. Nephila's weakness is fire.",日本傳說中的妖怪。絡新婦是蜘蛛修煉而成的妖怪，會幻化成美女的樣子勾引年輕男子，當年輕男子被誘惑三日之後，就會被取走首級食用。絡新婦的弱點是火。
story_weitianshi,是邪恶、反叛的天使，被天堂所抛弃，他们通常犯下过罪行，只能等待刑罚的到来。有时，人们能够远远地望见绝望地等待审判到来的伪天使。,"A Fallen Angel is a wicked or rebellious angel that had been cast out of heaven. Any angels who have sinned are cast out to await their punishment on Judgment Day. They can sometimes be seen gazing from a distance, watching and waiting for their day of punishment to come.",是邪惡、反叛的天使，被天堂所拋棄，他們通常犯下過罪行，只能等待刑罰的到來。有時，人們能夠遠遠地望見絕望地等待審判到來的偽天使。
story_kairuisi,恶魔伪装成的天使，拥有天使般甜美的外形，如果人类不小心就会受骗，被她诱惑后堕落，灵魂就被带去无尽的地狱。,"Demons disguised as angels with an angelic appearance. If humans are not careful, they are easily deceived and tempted into evil. Their souls will be taken to the endless depths of hell.",惡魔偽裝成的天使，擁有天使般甜美的外形，如果人類不小心就會受騙，被她誘惑後墮落，靈魂就被帶去無盡的地獄。
story_anpusha,希腊神话中的吸血女妖。安普莎精于变化，经常变换成少女的模样徘徊在路边吸引人们靠近，当有人大意靠近后就吸干他们的鲜血。,"A bloodsucking monster of Greek mythology. Empusae can transform and often takes the appearance of young maidens to attract people wandering the streets. Once a victim comes close enough, she will suck their blood.",希臘神話中的吸血女妖。安普莎精於變化，經常變換成少女的模樣徘徊在路邊吸引人們靠近，當有人大意靠近後就吸幹他們的鮮血。
story_huapo,中国神话中花朵的精灵。吸收了朝露精华的花朵，孕育而成的小精灵，身材玲珑，动作轻快。但不要因此就小瞧了她们，一旦有人惹怒了这些小精灵，就会被收到森林的的惩罚。,"A flower sprite from Chinese mythology. Flower Pixies are flowers that have absorbed the essence of dew, causing them to come alive with delicate with light movements. But don't let that fool you, once they are angered, they can summon the judgement of the forest.",中國神話中花朵的精靈。吸收了朝露精華的花朵，孕育而成的小精靈，身材玲瓏，動作輕快。但不要因此就小瞧了她們，一旦有人惹怒了這些小精靈，就會被收到森林的的懲罰。
story_mantuoluo,一种奇妙的植物妖怪。长得像一般的草药，但是被拔出土时会发出凄厉的喊叫，听到叫声的生物会立刻死亡。,"A wonderful plant monster that grows to look like an ordinary plant, but when pulled from the soil releases a shrilling cry. Any creatures that hear this cry will instantly die.",一種奇妙的植物妖怪。長得像一般的草藥，但是被拔出土時會發出淒厲的喊叫，聽到叫聲的生物會立刻死亡。
story_xingkongsheshou,拥有高超射术的射手，肆意驰骋在星空之中，是十二星座之射手座所幻化而成的神怪。,An archer with incredible skill that prances across the starry sky. The Astro Archer is the Sagittarius deity of the twelve zodiac. ,擁有高超射術的射手，肆意馳騁在星空之中，是十二星座之射手座所幻化而成的神怪。
story_dujiaoshou,神话传说中的生物，头上长有一只独角，性格温顺。独角兽通常是纯洁和优雅的象征，据说他的角能够解毒、治愈疾病。幻化成人形的独角兽大部分为少女，十分爱干净，如果不慎因为肮脏而惹怒她，后果十分可怕……,"A mythological creature, its head has a single horn and it has a very docile nature. Unicorns are often the symbol of elegance and purity, and it's said that its horn can serve as an antidote and even cure disease. Most adult unicorns are female, and are very clean. If a person happens to displease them due to being dirty, then the results can be quite unpleasant...",神話傳說中的生物，頭上長有一隻獨角，性格溫順。獨角獸通常是純潔和優雅的象徵，據說他的角能夠解毒、治癒疾病。幻化成人形的獨角獸大部分為少女，十分愛乾淨，如果不慎因為骯髒而惹怒她，後果十分可怕……
story_hapi,传说中阿拉伯的风之妖精，长有一双巨大的翅膀和鸟的爪子，却拥有人类的美丽面庞。哈皮可以驾驭风暴，常常在恶人猎食时，把他们送向地狱女神。,"A wind sprite of Arabian origin that grows to have two massive wings and bird-like claws, while retaining the beauty of a human face. Harpies can ride the wind, and often catch wicked men while out hunting, taking them to the goddess of hell.",傳說中阿拉伯的風之妖精，長有一雙巨大的翅膀和鳥的爪子，卻擁有人類的美麗面龐。哈皮可以駕馭風暴，常常在惡人獵食時，把他們送向地獄女神。
story_change,中国传说中的仙子，因为误食仙药而飞升到月亮上，成为了月之仙子。月亮上一片荒凉，只有嫦娥和她心爱的宠物玉兔永远的居住在那里。,An immortal of Chinese origin who ended flying to the moon and becoming the moon deity due to drinking the wrong elixir. Now the desolate surface of the moon only has Chang'e and her beloved pet rabbit living there forever.,中國傳說中的仙子，因為誤食仙藥而飛升到月亮上，成為了月之仙子。月亮上一片荒涼，只有嫦娥和她心愛的寵物玉兔永遠的居住在那裡。
story_daochengsizhong,日本传说中的妖怪。曾经是一个名叫清姬的人类女子，爱上了一名僧人，僧人答应娶清姬后又食言。清姬被怨念吞噬化成一条大蛇，追到了僧人的寺里，找到了躲在大钟里的僧人却对大钟无可奈何，于是缠住大钟，连人带钟一起烧毁，不能同生，只能同死。,"A monster from Japanese legends. Once a very beautiful  girl named Kiyohime fell in love with a monk, and the monk promised to marry her, but then later broke his oath. Engrossed in resentment, Kiyohime tranformed into a snake-like creature and chased the monk in the temple. Once she discovered that he was hiding under a bell, she entangled the bell, and burned it. If we can't live together, then we can only die together.",日本傳說中的妖怪。曾經是一個名叫清姬的人類女子，愛上了一名僧人，僧人答應娶清姬後又食言。清姬被怨念吞噬化成一條大蛇，追到了僧人的寺裡，找到了躲在大鐘裡的僧人卻對大鐘無可奈何，於是纏住大鐘，連人帶鐘一起燒毀，不能同生，只能同死。
story_huoniao,在无尽的烈火中诞生的神鸟，拥有着若火焰般肆意伸展的羽毛和不灭的生命。传说中的火鸟拥有不死之身，只要有火焰存在，火鸟就能从火焰中无数次的重生。,"A divine bird born among endless flames that possesses fire-like feathers and immortality. Legends speak of Firebird's immortality, saying that as long as there is fire, the bird may be reborn from the flames countless times.",在無盡的烈火中誕生的神鳥，擁有著若火焰般肆意伸展的羽毛和不滅的生命。傳說中的火鳥擁有不死之身，只要有火焰存在，火鳥就能從火焰中無數次的重生。
story_gongjiangzhishen,希腊神话中的火神和工匠之神。掌管着异界的火之国度，火神生性善良胆小，人畜无害。唯一要注意的就是不要把火神惹哭，惹哭的火神会散发毁灭一切的灾厄之炎。,"The Greek mythological god of fire and craft. He rules Mythos' Fire Kingdom and possesses a good nature, harmless to humans and animals. The only warning is not to make him cry. If he cries, his flames engulf everything around him and cause utter destruction.",希臘神話中的火神和工匠之神。掌管著異界的火之國度，火神生性善良膽小，人畜無害。唯一要注意的就是不要把火神惹哭，惹哭的火神會散發毀滅一切的災厄之炎。
story_xiaochou,打扮成小丑的妖怪，通过幻术迷惑人类，搞一些恶作剧。最著名的小丑妖怪是花衣魔笛手。,"A monster dressed as a clown that uses magic to confuse humans, and commit mischief. The most famous clown monster is Pied Piper of Hamelin.",打扮成小丑的妖怪，通過幻術迷惑人類，搞一些惡作劇。最著名的小丑妖怪是花衣魔笛手。
story_bingxuenvwang,曾与海神波塞冬生下欧摩尔波斯，为了不让波塞冬知道孩子的存在，她将孩子扔进了深海，但幸运的是，波塞冬救了孩子。,"She once gave birth to Eumolpus with Poseidon, but to keep Poseidon from knowing of the child, she threw the child into the deep sea. But fate would have it that Poseidon came and saved the child.",曾與海神波塞冬生下歐摩爾波斯，為了不讓波塞冬知道孩子的存在，她將孩子扔進了深海，但幸運的是，波塞冬救了孩子。
story_longnv,中国传说中的妖怪，居住在深海龙宫的真龙后裔。龙女擅长驾驭水族，并拥有强大的水系法术，但是她性格随和，一般不会表现出强大的一面。,"A monster of Chinese origin, she is the true descendant of dragons that lives deep in the sea. Dragon Girl can control the creatures of the deep, and has strong water magic. However, she is quite easygoing, and generally does not exhibit her powers.",中國傳說中的妖怪，居住在深海龍宮的真龍後裔。龍女擅長駕馭水族，並擁有強大的水系法術，但是她性格隨和，一般不會表現出強大的一面。
story_jinglingwang,诞生于朝露之中的妖精之王，优雅的剑术大师。妖精一族是上古邪神创造而生，被邪神当做奴隶肆无忌惮的奴役和虐待。直到妖精王出现，妖精一族在妖精王的领导下逐渐壮大，终于诛杀邪神，获得自由。,"The Goblin King was born with the morning dew and is quite the swordsman. The goblin race was brought to life by Cthulhu to serve as slaves, and were subject to servitude and abuse. When the Goblin King appeared, the goblin race steadily grew in strength, and were eventually were able to slay Cthulhu, gaining their freedom.",誕生于朝露之中的妖精之王，優雅的劍術大師。妖精一族是上古邪神創造而生，被邪神當做奴隸肆無忌憚的奴役和虐待。直到妖精王出現，妖精一族在妖精王的領導下逐漸壯大，終於誅殺邪神，獲得自由。
story_duoduoluo,生活在世界树上的妖精，森林的播种者。每到夜晚会行走在森林里，脚印踏过的土地会长出新的幼苗。,"A sprite that lives on the Tree of Life and sower of the great forest. Every night, he will go down to the forest, and saplings will begin to grow wherever his feet touched the soil.",生活在世界樹上的妖精，森林的播種者。每到夜晚會行走在森林裡，腳印踏過的土地會長出新的幼苗。
story_yifanmumian,日本传说中的妖怪，长相是一根白色布带。会袭击夜间独自出行的行人，把人的身体和头包裹起来带到半空中。,"A monster of Japanese origin that appears to be a white belt. He will attack people walking alone at night by surprise, and wrap the body and head to be taken up to the heavens.",日本傳說中的妖怪，長相是一根白色布帶。會襲擊夜間獨自出行的行人，把人的身體和頭包裹起來帶到半空中。
ruodian_hide_name,线索,Clue,線索
guide_road1,<color=#ffcc00>神话守护者</color>开启啦！,<color=#ffcc00>Myth Guardians Mode</color> unlocked!,<color=#ffcc00>神話守護者</color>開啟啦！
guide_road2,进入第一个关卡,Enter the first stage,進入第一個關卡
speech_xinyangzhilu1,神话守护者玩法共有<color=#ffcc00>9个关卡</color>，每关都有<color=#ffcc00>5只怪物</color>镇守，打败这些怪物才能够拿到奖励哦！,"Myth Guardians Mode has a total of <color=#ffcc00>9 stages</color>, with each stage guarded by <color=#ffcc00>5 monsters</color>. Defeat the monsters to get rewards!",神話守護者玩法共有<color=#ffcc00>9個關卡</color>，每關都有<color=#ffcc00>5只怪物</color>鎮守，打敗這些怪物才能夠拿到獎勵哦！
speech_xinyangzhilu2,闯关过程中，我方怪物的<color=#ffcc00>血量和能量</color>在战斗结束后是会<color=#ffcc00>保留到下一场战斗</color>的，所以要合适的排布怪物们出场的先后顺序哦。,"While battling stages in this mode, the <color=#ffcc00>HP and Power</color> of players' monsters at the end of battle will be <color=#ffcc00>saved and used in the next battle</color>. So players should carefully consider their lineups and the order their monsters enter the battlefield.",闖關過程中，我方怪物的<color=#ffcc00>血量和能量</color>在戰鬥結束後是會<color=#ffcc00>保留到下一場戰鬥</color>的，所以要合適的排布怪物們出場的先後順序哦。
speech_xinyangzhilu3,当然，通关奖励是不会少的！除了<color=#ffcc00>基础奖励</color>外，还有<color=#ffcc00>概率获得神秘的宝箱奖励</color>哦！,"Of course, there will be great rewards upon clearing a stage! In addition to the <color=#ffcc00>basic rewards</color>, there will also be <color=#ffcc00>a chance of receiving mysterious treasure rewards</color>!",當然，通關獎勵是不會少的！除了<color=#ffcc00>基礎獎勵</color>外，還有<color=#ffcc00>機率獲得神秘的寶箱獎勵</color>哦！
speech_xinyangzhilu4,还等什么！开启征战之旅吧！,What are you waiting for? Start your adventure now!,還等什麼！開啟征戰之旅吧！
guide_ruodian1,每个怪物都有<color=#ffcc00>弱点</color>,Every Monster's got a secret <color=#ffcc00>weakpoint</color>.,每個怪物都有<color=#ffcc00>弱點</color>
guide_ruodian2,"这是<color=#ffcc00>弱点</color>的<color=#ffcc00>线索</color>，
看起来她的<color=#ffcc00>头</color>是弱点","Here's the <color=#ffcc00>Clue</color> for <color=#ffcc00>the weakpoint</color>.
It appears to be her <color=#ffcc00>head</color>.","這是<color=#ffcc00>弱點</color>的<color=#ffcc00>線索</color>，
看起來她的<color=#ffcc00>頭</color>是弱點"
guide_ruodian3,看起来她的<color=#ffcc00>头</color>是弱点,Seems that it's her <color=#ffcc00>head</color>.,看起來她的<color=#ffcc00>頭</color>是弱點
guide_ruodian4,"这是<color=#ffcc00>弱点</color>的<color=#ffcc00>线索</color>，
看起来<color=#ffcc00>花瓣</color>是弱点","Here's the <color=#ffcc00>Clue</color> for <color=#ffcc00>the weakpoint</color>.
It appears to be her <color=#ffcc00>petal</color>.","這是<color=#ffcc00>弱點</color>的<color=#ffcc00>線索</color>，
看起來<color=#ffcc00>花瓣</color>是弱點"
mythoPath_refresh_tips,神话守护者已刷新！重新挑战，领取丰厚奖励吧。,Myth Guardians has refreshed. Go and battle for some more rewards.,神話守護者已刷新！重新挑戰，領取豐厚獎勵吧。
hehuaisituosi4hide_eye,根据图形提示找到弱点,Find this shape on Craft.,根據圖形提示找到弱點
guide_ruodian5,记得如何找到<color=#ffcc00>弱点</color>吗？,Remember how to find <color=#ffcc00>weakpoints</color>?,記得如何找到<color=#ffcc00>弱點</color>嗎？
zouyincao2normal1_yinfu1,音符守护着他不受伤害！,The Musical Notes prevent him from taking damage!,音符守護著他不受傷害！
zouyincao2hide_yinfu1,环绕的音符，会有什么样的秘密？,What secret is being surrounded by these Musical Notes?,環繞的音符，會有什麼樣的秘密？
bossdajie16Zouyincao2wp03,音符盾,Notes Shield,音符盾
bosschaoxue52Yifanmumian3wp02,吊坠,Pendant,吊墜
bosschaoxue52Yifanmumian3wp04,纸人,Paper Scroll,紙人
yifanmumian1hide_zhiren,是什么力量在守护着一反木棉？,What force could this be protecting Ittan Momen？,是什麼力量在守護著一反木棉？
yifanmumian3normal1_pendant,吊坠是持续伤害效果的源动力,The pendant is the source of her DOT effects.,吊墜是持續傷害效果的源動力
yifanmumian1normal1_zhiren,干掉她的保护伞！,Destroy her protective scroll!,消滅她的保護傘！
ladong5hide_appleshell,这坚硬的壳里面会有什么秘密？,What secrets lie under this protective shield?,這堅硬的殼裡面會有什麼秘密？
ladong5normal_appleshell,金苹果可能就在里面！,Maybe the Golden Apple is inside!,金蘋果可能就在裡面！
guide_hero1,一起来看看<color=#ffcc00>挑战难度</color>的副本吧,Let's try a stage on <color=#ffcc00>heroic difficulty</color>!,一起來看看<color=#ffcc00>挑戰難度</color>的副本吧
guide_hero2,选择第一章,Select Chapter 1.,選擇第一章
guide_hero3,这里可以切换<color=#ffcc00>普通与挑战难度</color>,"Here you can switch between 
<color=#ffcc00>normal and heroic difficulty</color>.",這裡可以切換<color=#ffcc00>普通與挑戰難度</color>
guide_hero4,选择挑战难度,Select heroic difficulty.,選擇挑戰難度
guide_hero5,点击这里看看奖励多棒吧,Tap here to view the possible rewards.,點擊這裡看看獎勵多棒吧
speech_hero1,挑战难度副本主要产出<color=#ffcc00>宠物进阶的相关材料、宠物碎片</color>等，三星通关挑战难度副本能够获得<color=#ffcc00>钻石</color>等丰富的奖励呢！,Heroic stages will drop <color=#ffcc00>monster advancement materials and monster fragments</color>. Clearing a heroic stage with 3-stars will give <color=#ffcc00>diamond</color> rewards!,挑戰難度副本主要產出<color=#ffcc00>寵物進階的相關材料、寵物碎片</color>等，三星通關挑戰難度副本能夠獲得<color=#ffcc00>鑽石</color>等豐富的獎勵呢！
guide_worldboss1,<color=#ffcc00>神怪入侵</color>玩法开启啦！,<color=#ffcc00>Deity Invasion</color> unlocked!,<color=#ffcc00>神怪入侵</color>玩法開啟啦！
guide_worldboss2,"每个神怪都有<color=#ffcc00>克星</color>，
战斗时将克星上阵，
就能获得对应的<color=#ffcc00>伤害加成</color>","Each deity has a <color=#ffcc00>nemesis</color>. 
If you add the nemesis to your lineup, 
then you can receive the corresponding <color=#ffcc00>damage bonuses</color>.","每個神怪都有<color=#ffcc00>剋星</color>，
戰鬥時將剋星上陣，
就能獲得對應的<color=#ffcc00>傷害加成</color>"
speech_worldboss1,神怪入侵活动是代行者们大展实力的地方，每天开放三场，每场持续<color=#ffcc00>15分钟</color>，每天只能选择<color=#ffcc00>一场</color>参与。,The Deity Invasion event is where monster keepers can show their true strength. The event opens 3 times a day for <color=#ffcc00>15 minutes</color> each. Players may only participate in <color=#ffcc00>1 of the 3 battles</color> each day.,神怪入侵活動是代行者們大展實力的地方，每天開放三場，每場持續<color=#ffcc00>15分鐘</color>，每天只能選擇<color=#ffcc00>一場</color>參與。
speech_worldboss2,活动开始后，根据玩家对神怪的<color=#ffcc00>总伤害输出</color>进行排行，输出越高排名越高，奖励也会越好啦！,"After the event starts, players will be ranked according to the <color=#ffcc00>total amount of damage</color> dealt, with higher damage resulting in a higher ranking and better rewards! ",活動開始後，根據玩家對神怪的<color=#ffcc00>總傷害輸出</color>進行排行，輸出越高排名越高，獎勵也會越好啦！
speech_worldboss3,偷偷告诉你哦，挑战神怪能够获得珍贵的<color=#ffcc00>纹章</color>呐。,"Oh, and word has it that players can receive rare <color=#ffcc00>insignias</color> from Deity Invasion!",偷偷告訴你哦，挑戰神怪能夠獲得珍貴的<color=#ffcc00>紋章</color>哦。
bossworldbossjidu5wp02,右手,Right Hand,右手
bossworldbossjidu5wp03,左手,Left Hand,左手
bossworldbossjidu5wp04,剪刀,Shears,剪刀
bossworldbossjidu5wp05,右翅膀,Right Wing,右翅膀
bossworldbossjidu5wp06,左翅膀,Left Wing,左翅膀
bossworldbossjidu5wp07,角,Horn,角
bossworldbossjidu5wp08,披风右下摆,Cloak right,披風右下擺
bossworldbossjidu5wp09,披风左下摆,Cloak left,披風左下擺
bossworldbossjidu5wp10,兜帽,Hood,兜帽
jidu5hide_rhand,变幻莫测的弱点会隐藏在何处？,"His weakpoints seems very unpredictable, where could it be?",變幻莫測的弱點會隱藏在何處？
jidu5hide_lhand,变幻莫测的弱点会隐藏在何处？,"His weakpoints seems very unpredictable, where could it be?",變幻莫測的弱點會隱藏在何處？
jidu5hide_scissors,变幻莫测的弱点会隐藏在何处？,"His weakpoints seems very unpredictable, where could it be?",變幻莫測的弱點會隱藏在何處？
jidu5hide_rwing,变幻莫测的弱点会隐藏在何处？,"His weakpoints seems very unpredictable, where could it be?",變幻莫測的弱點會隱藏在何處？
jidu5hide_lwing,变幻莫测的弱点会隐藏在何处？,"His weakpoints seems very unpredictable, where could it be?",變幻莫測的弱點會隱藏在何處？
jidu5hide_angle,变幻莫测的弱点会隐藏在何处？,"His weakpoints seems very unpredictable, where could it be?",變幻莫測的弱點會隱藏在何處？
jidu5hide_rcloak,变幻莫测的弱点会隐藏在何处？,"His weakpoints seems very unpredictable, where could it be?",變幻莫測的弱點會隱藏在何處？
jidu5hide_lcloak,变幻莫测的弱点会隐藏在何处？,"His weakpoints seems very unpredictable, where could it be?",變幻莫測的弱點會隱藏在何處？
jidu5hide_hood,变幻莫测的弱点会隐藏在何处？,"His weakpoints seems very unpredictable, where could it be?",變幻莫測的弱點會隱藏在何處？
jidu5normal_rhand,嫉妒的要害！全力攻击！,Concentrate your attack on Beelzebub's weakpoint.,嫉妒的要害！全力攻擊！
jidu5normal_lhand,嫉妒的要害！全力攻击！,Concentrate your attack on Beelzebub's weakpoint.,嫉妒的要害！全力攻擊！
jidu5normal_scissors,嫉妒的要害！全力攻击！,Concentrate your attack on Beelzebub's weakpoint.,嫉妒的要害！全力攻擊！
jidu5normal_rwing,嫉妒的要害！全力攻击！,Concentrate your attack on Beelzebub's weakpoint.,嫉妒的要害！全力攻擊！
jidu5normal_lwing,嫉妒的要害！全力攻击！,Concentrate your attack on Beelzebub's weakpoint.,嫉妒的要害！全力攻擊！
jidu5normal_angle,嫉妒的要害！全力攻击！,Concentrate your attack on Beelzebub's weakpoint.,嫉妒的要害！全力攻擊！
jidu5normal_rcloak,嫉妒的要害！全力攻击！,Concentrate your attack on Beelzebub's weakpoint.,嫉妒的要害！全力攻擊！
jidu5normal_lcloak,嫉妒的要害！全力攻击！,Concentrate your attack on Beelzebub's weakpoint.,嫉妒的要害！全力攻擊！
jidu5normal_hood,嫉妒的要害！全力攻击！,Concentrate your attack on Beelzebub's weakpoint.,嫉妒的要害！全力攻擊！
bossworldbossmeitatelong1wp02,右翅膀,Right Wing,右翅膀
